"cnty"	"dist"	"schl"	"cntyname"	"distname"	"schlname"	"DFG"	"ttltstd"	"ttlpapnum"	"percpass"	"percpassdfg"	"diff"
"35"	"0510"	"   "	"SOMERSET  "	"BRANCHBURG TWP"	""	"I "	2531.00	2225.50	87.92	87.55	0.37
"35"	"0510"	"020"	"SOMERSET  "	"BRANCHBURG TWP"	"CENTRAL                  "	"I "	1226.00	1085.68	88.55	87.55	1.00
"35"	"0510"	"060"	"SOMERSET  "	"BRANCHBURG TWP"	"STONY BROOK              "	"I "	947.00	834.98	88.17	87.55	0.61
"35"	"0510"	"090"	"SOMERSET  "	"BRANCHBURG TWP"	"WHITON "	"I "	358.00	304.83	85.15	87.55	-2.40
"35"	"0555"	"   "	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	""	"I "	10335.00	9079.06	87.84	87.55	0.29
"35"	"0555"	"005"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"BRIDGEWATER-RARITAN HIGH"	"I "	1342.00	1284.33	95.70	87.55	8.15
"35"	"0555"	"010"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"BRDGWTR-RARITN MIDDLE SCH"	"I "	2820.00	2360.08	83.69	87.55	-3.86
"35"	"0555"	"030"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"ADAMSVILLE E.S. "	"I "	674.00	596.98	88.57	87.55	1.02
"35"	"0555"	"040"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"BRADLEY GARDENS E.S. "	"I "	298.00	266.98	89.59	87.55	2.04
"35"	"0555"	"045"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"CRIM E.S. "	"I "	440.00	389.18	88.45	87.55	0.89
"35"	"0555"	"048"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"EISENHOWER               "	"I "	1730.00	1542.37	89.15	87.55	1.60
"35"	"0555"	"063"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"HAMILTON E.S. "	"I "	437.00	398.81	91.26	87.55	3.71
"35"	"0555"	"065"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"HILLSIDE                 "	"I "	1163.00	1007.57	86.63	87.55	-0.91
"35"	"0555"	"067"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"JOHN F. KENNEDY E.S. "	"I "	466.00	359.08	77.05	87.55	-10.49
"35"	"0555"	"085"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"MILLTOWN ELEMENTARY SCHOOL "	"I "	524.00	478.03	91.22	87.55	3.67
"35"	"0555"	"105"	"SOMERSET  "	"BRIDGEWATER-RARITAN REG"	"VAN HOLTEN E.S. "	"I "	440.00	396.08	90.01	87.55	2.46
"35"	"1610"	"   "	"SOMERSET  "	"FRANKLIN TOWNSHIP"	""	"GH"	8560.00	5768.04	67.38	82.71	-15.32
"35"	"1610"	"050"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"FRANKLIN H.S."	"GH"	911.00	753.91	82.75	82.71	0.04
"35"	"1610"	"055"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"CONERLY ROAD E.S. "	"GH"	459.00	312.82	68.15	82.71	-14.55
"35"	"1610"	"070"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"ELIZABETH AVENUE E S "	"GH"	660.00	400.87	60.73	82.71	-21.97
"35"	"1610"	"080"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"FRANKLIN E.S. "	"GH"	750.00	595.97	79.46	82.71	-3.24
"35"	"1610"	"100"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"HILLCREST E.S. "	"GH"	393.00	254.96	64.87	82.71	-17.83
"35"	"1610"	"115"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"MACAFEE E.S. "	"GH"	452.00	335.90	74.31	82.71	-8.39
"35"	"1610"	"140"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"PINE GROVE MANOR E.S. "	"GH"	445.00	271.06	60.91	82.71	-21.79
"35"	"1610"	"150"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"SAMPSON G SMITH          "	"GH"	2328.00	1484.14	63.75	82.71	-18.95
"35"	"1610"	"160"	"SOMERSET  "	"FRANKLIN TOWNSHIP"	"FRANKLIN MIDDLE"	"GH"	2162.00	1358.47	62.83	82.71	-19.87
"35"	"1810"	"   "	"SOMERSET  "	"GREEN BROOK TWP"	""	"GH"	1450.00	1280.20	88.29	82.71	5.57
"35"	"1810"	"030"	"SOMERSET  "	"GREEN BROOK TWP"	"GREEN BROOK MIDDLE       "	"GH"	1238.00	1111.13	89.75	82.71	7.04
"35"	"1810"	"050"	"SOMERSET  "	"GREEN BROOK TWP"	"IRENE E. FELDKIRCHNER E.S. "	"GH"	212.00	169.07	79.75	82.71	-2.96
"35"	"2170"	"   "	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	""	"I "	8374.00	7278.07	86.91	87.55	-0.63
"35"	"2170"	"030"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"HILLSBOROUGH H.S."	"I "	1182.00	1118.76	94.65	87.55	7.09
"35"	"2170"	"033"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"AMSTERDAM ELEMENTARY SCHOOL "	"I "	565.00	490.03	86.73	87.55	-0.82
"35"	"2170"	"034"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"AUTEN ROAD SCHOOL        "	"I "	2173.00	1826.06	84.03	87.55	-3.51
"35"	"2170"	"035"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"HILLSBOROUGH MIDDLE      "	"I "	2264.00	1940.89	85.72	87.55	-1.82
"35"	"2170"	"040"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"HILLSBOROUGH ELEMENTARY SCHOOL "	"I "	540.00	455.97	84.43	87.55	-3.11
"35"	"2170"	"060"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"SUNNYMEAD E.S. "	"I "	388.00	338.90	87.34	87.55	-0.20
"35"	"2170"	"070"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"TRIANGLE E.S. "	"I "	412.00	355.89	86.38	87.55	-1.17
"35"	"2170"	"080"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"WOODFERN ES "	"I "	400.00	330.98	82.74	87.55	-4.80
"35"	"2170"	"085"	"SOMERSET  "	"HILLSBOROUGH TOWNSHIP"	"WOODS ROAD ELEMENTARY SCHOOL "	"I "	450.00	419.99	93.33	87.55	5.77
"35"	"3000"	"   "	"SOMERSET  "	"MANVILLE BOROUGH"	""	"CD"	1414.00	991.14	70.09	68.63	1.45
"35"	"3000"	"050"	"SOMERSET  "	"MANVILLE BOROUGH"	"MANVILLE H.S."	"CD"	181.00	146.00	80.66	68.63	12.02
"35"	"3000"	"065"	"SOMERSET  "	"MANVILLE BOROUGH"	"ALEXANDER BATCHO INTER   "	"CD"	557.00	371.13	66.63	68.63	-2.00
"35"	"3000"	"080"	"SOMERSET  "	"MANVILLE BOROUGH"	"ROOSEVELT SCHOOL         "	"CD"	478.00	338.07	70.72	68.63	2.08
"35"	"3000"	"090"	"SOMERSET  "	"MANVILLE BOROUGH"	"WESTON E.S. "	"CD"	198.00	135.92	68.65	68.63	0.01
"35"	"3320"	"   "	"SOMERSET  "	"MONTGOMERY TWP."	""	"J "	6050.00	5528.25	91.37	92.25	-0.87
"35"	"3320"	"030"	"SOMERSET  "	"MONTGOMERY TWP."	"MONTGOMERY H.S."	"J "	854.00	822.82	96.35	92.25	4.09
"35"	"3320"	"045"	"SOMERSET  "	"MONTGOMERY TWP."	"MONTGOMERY LOWER MIDDLE"	"J "	1644.00	1508.84	91.77	92.25	-0.47
"35"	"3320"	"070"	"SOMERSET  "	"MONTGOMERY TWP."	"MONTGOMERY MIDDLE        "	"J "	1734.00	1579.59	91.09	92.25	-1.16
"35"	"3320"	"105"	"SOMERSET  "	"MONTGOMERY TWP."	"THE VILLAGE E.S. "	"J "	1818.00	1616.98	88.94	92.25	-3.31
"35"	"3670"	"   "	"SOMERSET  "	"NORTH PLAINFIELD BOROUGH"	""	"DE"	3740.00	2172.14	58.07	75.81	-17.73
"35"	"3670"	"050"	"SOMERSET  "	"NORTH PLAINFIELD BOROUGH"	"NORTH PLAINFIELD H       "	"DE"	1040.00	513.01	49.32	75.81	-26.48
"35"	"3670"	"050"	"SOMERSET  "	"NORTH PLAINFIELD BOROUGH"	"NORTH PLAINFIELD H.S."	"DE"	533.00	392.97	73.72	75.81	-2.08
"35"	"3670"	"060"	"SOMERSET  "	"NORTH PLAINFIELD BOROUGH"	"EAST END E.S. "	"DE"	388.00	251.94	64.93	75.81	-10.88
"35"	"3670"	"080"	"SOMERSET  "	"NORTH PLAINFIELD BOROUGH"	"SOMERSET                 "	"DE"	992.00	533.15	53.74	75.81	-22.06
"35"	"3670"	"090"	"SOMERSET  "	"NORTH PLAINFIELD BOROUGH"	"STONY BROOK E.S. "	"DE"	237.00	115.00	48.52	75.81	-27.29
"35"	"3670"	"110"	"SOMERSET  "	"NORTH PLAINFIELD BOROUGH"	"WEST END E.S. "	"DE"	550.00	365.87	66.52	75.81	-9.29
"35"	"4810"	"   "	"SOMERSET  "	"SOMERSET COUNTY VOC"	""	"V "	147.00	131.98	89.78	87.99	1.79
"35"	"4810"	"070"	"SOMERSET  "	"SOMERSET COUNTY VOC"	"SOMERSET COUNTY VOC-T"	"V "	147.00	131.98	89.78	87.99	1.79
"35"	"4815"	"   "	"SOMERSET  "	"SOMERSET HILLS"	""	"I "	2296.00	2018.22	87.90	87.55	0.34
"35"	"4815"	"020"	"SOMERSET  "	"SOMERSET HILLS"	"BERNARDS H.S."	"I "	392.00	372.00	94.90	87.55	7.34
"35"	"4815"	"030"	"SOMERSET  "	"SOMERSET HILLS"	"BEDWELL E.S. "	"I "	768.00	643.10	83.73	87.55	-3.81
"35"	"4815"	"040"	"SOMERSET  "	"SOMERSET HILLS"	"BERNARDSVILLE MIDDLE SCH "	"I "	1136.00	1003.10	88.30	87.55	0.74
"35"	"4820"	"   "	"SOMERSET  "	"SOMERVILLE BOROUGH"	""	"FG"	2102.00	1559.01	74.16	78.80	-4.63
"35"	"4820"	"050"	"SOMERSET  "	"SOMERVILLE BOROUGH"	"SOMERVILLE H.S."	"FG"	594.00	546.77	92.05	78.80	13.24
"35"	"4820"	"055"	"SOMERSET  "	"SOMERVILLE BOROUGH"	"SOMERVILLE MIDDLE        "	"FG"	622.00	416.21	66.91	78.80	-11.88
"35"	"4820"	"090"	"SOMERSET  "	"SOMERVILLE BOROUGH"	"VAN DERVEER              "	"FG"	886.00	596.02	67.27	78.80	-11.53
"35"	"4850"	"   "	"SOMERSET  "	"SOUTH BOUND BROOK"	""	"B "	599.00	401.96	67.10	63.76	3.33
"35"	"4850"	"060"	"SOMERSET  "	"SOUTH BOUND BROOK"	"ROBERT MORRIS SCHOOL     "	"B "	599.00	401.96	67.10	63.76	3.33
"35"	"5470"	"   "	"SOMERSET  "	"WARREN TWP"	""	"I "	3182.00	2833.21	89.03	87.55	1.48
"35"	"5470"	"030"	"SOMERSET  "	"WARREN TWP"	"CENTRAL                  "	"I "	376.00	332.99	88.56	87.55	1.01
"35"	"5470"	"033"	"SOMERSET  "	"WARREN TWP"	"MIDDLE                   "	"I "	1605.00	1408.20	87.73	87.55	0.18
"35"	"5470"	"035"	"SOMERSET  "	"WARREN TWP"	"MT. HOREB                "	"I "	360.00	322.04	89.45	87.55	1.90
"35"	"5470"	"040"	"SOMERSET  "	"WARREN TWP"	"ANGELO TOMASO SCHOOL     "	"I "	424.00	389.97	91.97	87.55	4.42
"35"	"5470"	"050"	"SOMERSET  "	"WARREN TWP"	"WOODLAND SCHOOL          "	"I "	417.00	380.04	91.13	87.55	3.58
"35"	"5540"	"   "	"SOMERSET  "	"WATCHUNG BORO"	""	"I "	1015.00	933.93	92.01	87.55	4.46
"35"	"5540"	"040"	"SOMERSET  "	"WATCHUNG BORO"	"BAYBERRY E.S. "	"I "	368.00	341.08	92.68	87.55	5.13
"35"	"5540"	"050"	"SOMERSET  "	"WATCHUNG BORO"	"VALLEY VIEW              "	"I "	647.00	592.85	91.63	87.55	4.07
"35"	"5550"	"   "	"SOMERSET  "	"WATCHUNG HILLS REGIONAL"	""	"I "	1007.00	947.03	94.04	87.55	6.49
"35"	"5550"	"050"	"SOMERSET  "	"WATCHUNG HILLS REGIONAL"	"WATCHUNG HILLS REG HS"	"I "	1007.00	947.03	94.04	87.55	6.49
"37"	"0090"	"   "	"SUSSEX    "	"ANDOVER REG"	""	"FG"	907.00	694.25	76.54	78.80	-2.25
"37"	"0090"	"010"	"SUSSEX    "	"ANDOVER REG"	"FLORENCE M. BURD ELEMENTARY "	"FG"	272.00	199.04	73.17	78.80	-5.62
"37"	"0090"	"040"	"SUSSEX    "	"ANDOVER REG"	"LONG POND                "	"FG"	635.00	495.21	77.98	78.80	-0.81
"37"	"0640"	"   "	"SUSSEX    "	"BYRAM TWP"	""	"I "	1512.00	1224.14	80.96	87.55	-6.59
"37"	"0640"	"010"	"SUSSEX    "	"BYRAM TWP"	"BYRAM LAKES ELEMENTARY "	"I "	511.00	414.05	81.02	87.55	-6.52
"37"	"0640"	"030"	"SUSSEX    "	"BYRAM TWP"	"BYRAM TWP INTERMEDIATE   "	"I "	1001.00	810.09	80.92	87.55	-6.62
"37"	"1560"	"   "	"SUSSEX    "	"FRANKFORD TWP"	""	"FG"	880.00	681.97	77.49	78.80	-1.30
"37"	"1560"	"050"	"SUSSEX    "	"FRANKFORD TWP"	"FRANKFORD TWP            "	"FG"	880.00	681.97	77.49	78.80	-1.30
"37"	"1570"	"   "	"SUSSEX    "	"FRANKLIN BORO"	""	"CD"	716.00	517.98	72.34	68.63	3.70
"37"	"1570"	"060"	"SUSSEX    "	"FRANKLIN BORO"	"FRANKLIN ELEM            "	"CD"	716.00	517.98	72.34	68.63	3.70
"37"	"1630"	"   "	"SUSSEX    "	"FREDON TWP"	""	"GH"	414.00	327.98	79.22	82.71	-3.48
"37"	"1630"	"050"	"SUSSEX    "	"FREDON TWP"	"FREDON TWP               "	"GH"	414.00	327.98	79.22	82.71	-3.48
"37"	"1800"	"   "	"SUSSEX    "	"GREEN TWP"	""	"I "	733.00	607.93	82.93	87.55	-4.61
"37"	"1800"	"060"	"SUSSEX    "	"GREEN TWP"	"GREEN HILLS SCHOOL       "	"I "	733.00	607.93	82.93	87.55	-4.61
"37"	"1930"	"   "	"SUSSEX    "	"HAMBURG BORO"	""	"DE"	384.00	283.96	73.94	75.81	-1.86
"37"	"1930"	"060"	"SUSSEX    "	"HAMBURG BORO"	"HAMBURG                  "	"DE"	384.00	283.96	73.94	75.81	-1.86
"37"	"1980"	"   "	"SUSSEX    "	"HAMPTON TWP"	""	"GH"	539.00	460.08	85.35	82.71	2.64
"37"	"1980"	"050"	"SUSSEX    "	"HAMPTON TWP"	"MARIAN MC KEOWN          "	"GH"	539.00	460.08	85.35	82.71	2.64
"37"	"2030"	"   "	"SUSSEX    "	"HARDYSTON TWP"	""	"FG"	1022.00	819.01	80.13	78.80	1.33
"37"	"2030"	"030"	"SUSSEX    "	"HARDYSTON TWP"	"HARDYSTON MIDDLE SCHOOL  "	"FG"	618.00	482.03	77.99	78.80	-0.80
"37"	"2030"	"050"	"SUSSEX    "	"HARDYSTON TWP"	"HARDYSTON ELEMENTARY  SCH"	"FG"	404.00	336.98	83.41	78.80	4.60
"37"	"2165"	"   "	"SUSSEX    "	"HIGH POINT REGIONAL"	""	"DE"	492.00	453.13	92.10	75.81	16.28
"37"	"2165"	"030"	"SUSSEX    "	"HIGH POINT REGIONAL"	"HIGH POINT REG. H.S."	"DE"	492.00	453.13	92.10	75.81	16.28
"37"	"2240"	"   "	"SUSSEX    "	"HOPATCONG BOROUGH"	""	"FG"	2316.00	1646.73	71.10	78.80	-7.69
"37"	"2240"	"030"	"SUSSEX    "	"HOPATCONG BOROUGH"	"HOPATCONG H.S."	"FG"	349.00	266.03	76.22	78.80	-2.57
"37"	"2240"	"035"	"SUSSEX    "	"HOPATCONG BOROUGH"	"DURBAN AVE               "	"FG"	739.00	580.79	78.59	78.80	-0.20
"37"	"2240"	"040"	"SUSSEX    "	"HOPATCONG BOROUGH"	"HOPATCONG MIDDLE         "	"FG"	952.00	606.98	63.75	78.80	-15.04
"37"	"2240"	"070"	"SUSSEX    "	"HOPATCONG BOROUGH"	"TULSA TRAIL E.S. "	"FG"	276.00	192.92	69.90	78.80	-8.90
"37"	"2465"	"   "	"SUSSEX    "	"KITTATINNY REGIONAL"	""	"FG"	1112.00	915.78	82.35	78.80	3.55
"37"	"2465"	"050"	"SUSSEX    "	"KITTATINNY REGIONAL"	"KITTATINNY REG HIGH      "	"FG"	775.00	609.74	78.67	78.80	-0.12
"37"	"2465"	"050"	"SUSSEX    "	"KITTATINNY REGIONAL"	"KITTATINNY REGIONAL H.S."	"FG"	337.00	306.04	90.81	78.80	12.01
"37"	"2490"	"   "	"SUSSEX    "	"LAFAYETTE TWP"	""	"GH"	361.00	305.01	84.49	82.71	1.77
"37"	"2490"	"050"	"SUSSEX    "	"LAFAYETTE TWP"	"LAFAYETTE TWP.           "	"GH"	361.00	305.01	84.49	82.71	1.77
"37"	"2615"	"   "	"SUSSEX    "	"LENAPE VALLEY REGIONAL HS"	""	"GH"	397.00	360.10	90.70	82.71	7.99
"37"	"2615"	"050"	"SUSSEX    "	"LENAPE VALLEY REGIONAL HS"	"LENAPE VALLEY REGIONAL H."	"GH"	397.00	360.10	90.70	82.71	7.99
"37"	"3300"	"   "	"SUSSEX    "	"MONTAGUE TWP"	""	"B "	388.00	297.02	76.55	63.76	12.78
"37"	"3300"	"050"	"SUSSEX    "	"MONTAGUE TWP"	"MONTAGUE TWP             "	"B "	388.00	297.02	76.55	63.76	12.78
"37"	"3590"	"   "	"SUSSEX    "	"NEWTON"	""	"CD"	1341.00	1015.12	75.69	68.63	7.05
"37"	"3590"	"050"	"SUSSEX    "	"NEWTON"	"NEWTON H.S."	"CD"	386.00	329.06	85.25	68.63	16.61
"37"	"3590"	"060"	"SUSSEX    "	"NEWTON"	"HALSTED ST.              "	"CD"	466.00	335.07	71.90	68.63	3.26
"37"	"3590"	"070"	"SUSSEX    "	"NEWTON"	"MERRIAM AVE.             "	"CD"	489.00	350.98	71.77	68.63	3.13
"37"	"3840"	"   "	"SUSSEX    "	"OGDENSBURG BORO"	""	"FG"	455.00	336.14	73.87	78.80	-4.92
"37"	"3840"	"050"	"SUSSEX    "	"OGDENSBURG BORO"	"OGDENSBURG               "	"FG"	455.00	336.14	73.87	78.80	-4.92
"37"	"4650"	"   "	"SUSSEX    "	"SANDYSTON-WALPACK TWP"	""	"FG"	201.00	176.99	88.05	78.80	9.25
"37"	"4650"	"050"	"SUSSEX    "	"SANDYSTON-WALPACK TWP"	"SANDYSTON WALPACK CONS   "	"FG"	201.00	176.99	88.05	78.80	9.25
"37"	"4960"	"   "	"SUSSEX    "	"SPARTA TOWNSHIP"	""	"I "	4355.00	3661.25	84.07	87.55	-3.48
"37"	"4960"	"050"	"SUSSEX    "	"SPARTA TOWNSHIP"	"SPARTA H.S."	"I "	565.00	526.04	93.10	87.55	5.55
"37"	"4960"	"057"	"SUSSEX    "	"SPARTA TOWNSHIP"	"SPARTA MIDDLE SCHOOL     "	"I "	1851.00	1509.09	81.52	87.55	-6.02
"37"	"4960"	"070"	"SUSSEX    "	"SPARTA TOWNSHIP"	"SPARTA ALPINE SCHOOL "	"I "	1939.00	1626.11	83.86	87.55	-3.68
"37"	"5030"	"   "	"SUSSEX    "	"STANHOPE BORO"	""	"GH"	539.00	422.03	78.29	82.71	-4.41
"37"	"5030"	"050"	"SUSSEX    "	"STANHOPE BORO"	"VALLEY ROAD SCHOOL       "	"GH"	539.00	422.03	78.29	82.71	-4.41
"37"	"5040"	"   "	"SUSSEX    "	"STILLWATER TWP"	""	"FG"	456.00	395.10	86.64	78.80	7.84
"37"	"5040"	"050"	"SUSSEX    "	"STILLWATER TWP"	"STILLWATER TWP           "	"FG"	456.00	395.10	86.64	78.80	7.84
"37"	"5100"	"   "	"SUSSEX    "	"SUSSEX-WANTAGE REGIONAL"	""	"DE"	2086.00	1496.50	71.74	75.81	-4.07
"37"	"5100"	"060"	"SUSSEX    "	"SUSSEX-WANTAGE REGIONAL"	"SUSSEX MIDDLE SCHOOL     "	"DE"	1002.00	699.19	69.77	75.81	-6.03
"37"	"5100"	"070"	"SUSSEX    "	"SUSSEX-WANTAGE REGIONAL"	"WANTAGE ELEM SCHOOL      "	"DE"	1084.00	797.30	73.55	75.81	-2.26
"37"	"5110"	"   "	"SUSSEX    "	"SUSSEX CO. VOC-TECH"	""	"V "	262.00	215.11	82.10	87.99	-5.88
"37"	"5110"	"010"	"SUSSEX    "	"SUSSEX CO. VOC-TECH"	"SUSSEX CO. VOC-TECH V.S."	"V "	262.00	215.11	82.10	87.99	-5.88
"37"	"5360"	"   "	"SUSSEX    "	"VERNON TOWNSHIP"	""	"FG"	4295.00	3421.04	79.65	78.80	0.84
"37"	"5360"	"020"	"SUSSEX    "	"VERNON TOWNSHIP"	"VERNON TOWNSHIP H.S."	"FG"	656.00	589.93	89.92	78.80	11.12
"37"	"5360"	"023"	"SUSSEX    "	"VERNON TOWNSHIP"	"CEDAR MOUNTAIN E.S. "	"FG"	622.00	490.10	78.79	78.80	-6.43845880127003e-03
"37"	"5360"	"025"	"SUSSEX    "	"VERNON TOWNSHIP"	"GLEN MEADOW              "	"FG"	1165.00	885.73	76.02	78.80	-2.77
"37"	"5360"	"030"	"SUSSEX    "	"VERNON TOWNSHIP"	"LOUNSBERRY HOLLOW        "	"FG"	1134.00	887.08	78.22	78.80	-0.57
"37"	"5360"	"040"	"SUSSEX    "	"VERNON TOWNSHIP"	"ROLLING HILLS E.S. "	"FG"	716.00	567.10	79.20	78.80	0.40
"37"	"5435"	"   "	"SUSSEX    "	"WALLKILL VALLEY REGIONAL"	""	"DE"	368.00	317.21	86.20	75.81	10.38
"37"	"5435"	"060"	"SUSSEX    "	"WALLKILL VALLEY REGIONAL"	"WALLKILL VALLEY REG H.S."	"DE"	368.00	317.21	86.20	75.81	10.38
"39"	"0310"	"   "	"UNION     "	"BERKELEY HEIGHTS"	""	"I "	3172.00	2882.08	90.86	87.55	3.30
"39"	"0310"	"005"	"UNION     "	"BERKELEY HEIGHTS"	"GOVERNOR LIVINGSTON H.S."	"I "	539.00	502.90	93.30	87.55	5.75
"39"	"0310"	"020"	"UNION     "	"BERKELEY HEIGHTS"	"THOMAS P. HUGHES         "	"I "	503.00	460.98	91.64	87.55	4.09
"39"	"0310"	"030"	"UNION     "	"BERKELEY HEIGHTS"	"COLUMBIA                 "	"I "	1246.00	1130.39	90.72	87.55	3.16
"39"	"0310"	"040"	"UNION     "	"BERKELEY HEIGHTS"	"MOUNTAIN PARK            "	"I "	449.00	398.06	88.65	87.55	1.10
"39"	"0310"	"050"	"UNION     "	"BERKELEY HEIGHTS"	"WILLIAM WOODRUFF         "	"I "	435.00	390.00	89.65	87.55	2.10
"39"	"0850"	"   "	"UNION     "	"CLARK PUBLIC SCHOOLS"	""	"FG"	2597.00	2190.18	84.33	78.80	5.53
"39"	"0850"	"005"	"UNION     "	"CLARK PUBLIC SCHOOLS"	"ARTHUR L. JOHNSON"	"FG"	418.00	390.20	93.35	78.80	14.54
"39"	"0850"	"030"	"UNION     "	"CLARK PUBLIC SCHOOLS"	"FRANK K. HEHNLY          "	"FG"	632.00	546.01	86.39	78.80	7.59
"39"	"0850"	"035"	"UNION     "	"CLARK PUBLIC SCHOOLS"	"CARL H. KUMPF            "	"FG"	1067.00	872.02	81.72	78.80	2.92
"39"	"0850"	"040"	"UNION     "	"CLARK PUBLIC SCHOOLS"	"VALLEY ROAD              "	"FG"	480.00	382.10	79.60	78.80	0.80
"39"	"0980"	"   "	"UNION     "	"CRANFORD TOWNSHIP"	""	"I "	4444.00	3880.50	87.32	87.55	-0.23
"39"	"0980"	"030"	"UNION     "	"CRANFORD TOWNSHIP"	"CRANFORD SENIOR H.S."	"I "	544.00	516.25	94.90	87.55	7.34
"39"	"0980"	"033"	"UNION     "	"CRANFORD TOWNSHIP"	"HILLSIDE AVE SCH         "	"I "	1155.00	910.16	78.80	87.55	-8.75
"39"	"0980"	"037"	"UNION     "	"CRANFORD TOWNSHIP"	"ORANGE AVE SCH           "	"I "	1586.00	1422.81	89.71	87.55	2.15
"39"	"0980"	"050"	"UNION     "	"CRANFORD TOWNSHIP"	"BROOKSIDE PLACE          "	"I "	547.00	487.01	89.03	87.55	1.48
"39"	"0980"	"080"	"UNION     "	"CRANFORD TOWNSHIP"	"LIVINGSTON AVE SCH       "	"I "	612.00	544.13	88.91	87.55	1.35
"39"	"1320"	"   "	"UNION     "	"ELIZABETH"	""	"A "	25385.00	15838.32	62.39	51.53	10.85
"39"	"1320"	"025"	"UNION     "	"ELIZABETH"	"ELIZABETH H.S."	"A "	332.00	327.99	98.79	51.53	47.25
"39"	"1320"	"030"	"UNION     "	"ELIZABETH"	"NO 7 TERENCE C. REILLY ES"	"A "	1797.00	1732.01	96.38	51.53	44.84
"39"	"1320"	"035"	"UNION     "	"ELIZABETH"	"NO 4 JOHN BATTIN ES"	"A "	1027.00	510.14	49.67	51.53	-1.86
"39"	"1320"	"090"	"UNION     "	"ELIZABETH"	"NO 1 G WASHINGTON        "	"A "	1578.00	625.95	39.66	51.53	-11.86
"39"	"1320"	"100"	"UNION     "	"ELIZABETH"	"NO 2 WINFIELD SCOTT      "	"A "	622.00	300.89	48.37	51.53	-3.15
"39"	"1320"	"110"	"UNION     "	"ELIZABETH"	"NO 3 NICHOLAS S. LACORTE PETERSTOWN ES        "	"A "	879.00	415.02	47.21	51.53	-4.32
"39"	"1320"	"120"	"UNION     "	"ELIZABETH"	"NO 6 TOUSSAINT LOUVERTURE-MARQUIS DE LAFAYETTE    "	"A "	995.00	472.88	47.52	51.53	-4.00
"39"	"1320"	"150"	"UNION     "	"ELIZABETH"	"NO 12 ELMORA             "	"A "	958.00	576.97	60.22	51.53	8.69
"39"	"1320"	"160"	"UNION     "	"ELIZABETH"	"NO 13 B FRANKLIN         "	"A "	547.00	297.02	54.30	51.53	2.76
"39"	"1320"	"170"	"UNION     "	"ELIZABETH"	"NO 14 A LINCOLN          "	"A "	1015.00	766.07	75.47	51.53	23.94
"39"	"1320"	"180"	"UNION     "	"ELIZABETH"	"NO 15 C COLUMBUS         "	"A "	1047.00	663.12	63.33	51.53	11.80
"39"	"1320"	"190"	"UNION     "	"ELIZABETH"	"NO 16 MADISON MONROE     "	"A "	783.00	449.12	57.35	51.53	5.82
"39"	"1320"	"210"	"UNION     "	"ELIZABETH"	"NO 18 ROBERT MORRIS      "	"A "	811.00	473.02	58.32	51.53	6.79
"39"	"1320"	"220"	"UNION     "	"ELIZABETH"	"NO 19 WOODROW WILSON     "	"A "	970.00	495.04	51.03	51.53	-0.49
"39"	"1320"	"230"	"UNION     "	"ELIZABETH"	"NO 20 JOHN MARSHALL      "	"A "	668.00	304.02	45.51	51.53	-6.02
"39"	"1320"	"240"	"UNION     "	"ELIZABETH"	"NUMBER 21 VICTOR MRAVLAG E.S. "	"A "	145.00	108.00	74.48	51.53	22.94
"39"	"1320"	"250"	"UNION     "	"ELIZABETH"	"NO 22 WILLIAM F HALLORAN "	"A "	1530.00	1459.00	95.35	51.53	43.82
"39"	"1320"	"260"	"UNION     "	"ELIZABETH"	"NO 23 N M BUTLER         "	"A "	870.00	419.01	48.16	51.53	-3.37
"39"	"1320"	"280"	"UNION     "	"ELIZABETH"	"NO 25 CHARLES HUDSON     "	"A "	821.00	437.08	53.23	51.53	1.70
